address,suburb,price,bedrooms,bathrooms,garage,landarea,floorarea,buildarea,neareststn,neareststndist,postcode,nearestsch,nearestschdist,nearestschrnk
45 McLean Road,Canning Vale,425000,4,2,2,510,154,1994,Thornlie Station,3500,6155,CANNING VALE COLLEGE,1.573919167,68
45 Meldrum Loop,Bedfordale,970000,7,3,2,4990,415,NULL,Armadale Station,4300,6112,SOUTHERN HILLS CHRISTIAN COLLEGE,1.581316929,
45 Mermaid Way,Heathridge,499000,4,2,2,549,210,2003,Edgewater Station,2700,6027,BELRIDGE SECONDARY COLLEGE,1.238307682,102
45 Middle Swan Road,West Swan,675000,4,1,1,4157,202,1970,Woodbridge Station,3200,6055,SWAN CHRISTIAN COLLEGE,1.971242856,93
45 Monaco Avenue,North Lake,600000,4,2,2,847,163,1987,Murdoch Station,3300,6163,NORTH LAKE SENIOR CAMPUS,0.67052874,
45 Monaghan Circle,Darch,675000,4,2,2,578,299,2003,Greenwood Station,6200,6065,ASHDALE SECONDARY COLLEGE,0.674985365,75
45 Monk Street,Kensington,1200000,4,2,2,506,251,2012,Claisebrook Station,4100,6151,WESLEY COLLEGE,1.173728545,37
45 Montana Crescent,Dayton,341000,3,2,2,210,109,2014,Guildford Station,4400,6055,KIARA COLLEGE,3.701976743,
45 Montreal Street,White Gum Valley,690000,3,2,2,333,121,1950,Fremantle Station,2100,6162,FREMANTLE COLLEGE,0.879990313,128
45 Mornington Boulevard,Waikiki,285000,3,1,1,537,120,1998,Rockingham Station,2300,6169,SOUTH COAST BAPTIST COLLEGE,0.57541049,
45 Nashville Loop,Currambine,475000,3,2,2,215,102,2011,Currambine Station,1700,6028,PRENDIVILLE CATHOLIC COLLEGE,1.9213079,60
45 Naval Parade,Ocean Reef,885500,4,2,2,878,233,1990,Joondalup Station,3500,6027,OCEAN REEF SENIOR HIGH SCHOOL,0.537301993,83
45 Nicholson Road,Shenton Park,975000,3,2,1,303,153,1920,Subiaco Station,1300,6008,PERTH MODERN SCHOOL,1.829326912,1
45 Nolan Way,Bateman,805000,4,2,2,899,170,1985,Murdoch Station,1100,6150,CORPUS CHRISTI COLLEGE,0.369574685,28
45 Noongar Way,Riverton,560000,3,2,2,308,139,1999,Bull Creek Station,4700,6148,LYNWOOD SENIOR HIGH SCHOOL,1.616419506,96
45 Northerly Avenue,Ascot,840000,3,3,2,307,212,2015,Bayswater Station,2300,6104,BELMONT CITY COLLEGE,2.678601239,57
45 Northmoor Road,Eden Hill,550000,4,2,2,841,204,1990,Bassendean Station,1800,6054,HAMPTON SENIOR HIGH SCHOOL,0.97443252,117
45 Oakleaf Circle,Mirrabooka,445000,4,2,2,732,201,1989,Warwick Station,6600,6061,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,0.810531724,35
45 Oceanrunner Boulevard,Shoalwater,387000,4,2,4,577,162,2012,Rockingham Station,3400,6169,SAFETY BAY SENIOR HIGH SCHOOL,1.57243455,136
45 Pace Road,Medina,160000,3,1,NULL,736,80,1953,Kwinana Station,3100,6167,GILMORE COLLEGE,0.519085524,138
45 Paddington Avenue,Currambine,580000,4,2,2,604,216,1995,Currambine Station,417,6028,LAKE JOONDALUP BAPTIST COLLEGE,1.526027773,80
45 Pearson Street,Ashfield,285000,3,2,2,288,116,2014,Ashfield Station,860,6054,CYRIL JACKSON SENIOR CAMPUS,0.980702381,
45 Peterborough Circle,North Lake,728000,5,2,NULL,624,231,NULL,Murdoch Station,2100,6163,LEEMING SENIOR HIGH SCHOOL,1.489827427,89
45 Phoenix Drive,Kenwick,280000,4,2,2,664,114,1995,Madding,2100,6107,REHOBOTH CHRISTIAN COLLEGE,1.537587666,
45 Pilbara Crescent,Jane Brook,479000,3,2,2,700,188,1998,Midland Station,5500,6056,SWAN VIEW SENIOR HIGH SCHOOL,2.198649646,
45 Poad Street,Seville Grove,370000,4,2,2,617,188,2006,Sherwood Station,2500,6112,CECIL ANDREWS COLLEGE,0.849864701,139
45 Port Road,Herne Hill,850000,4,1,3,21885,170,1980,Midland Station,6800,6056,SWAN CHRISTIAN COLLEGE,3.498539842,93
45 Portmarnock Drive,The Vines,582000,5,2,3,620,235,2014,Midland Station,15500,6069,HOLY CROSS COLLEGE,4.297864927,98
45 Postling Street,Kenwick,358000,3,1,1,490,83,2005,Kenwick Station,802,6107,REHOBOTH CHRISTIAN COLLEGE,0.759966838,
45 Redheart Road,Carramar,635000,4,2,2,990,199,2015,Clarkson Station,5100,6031,JOSEPH BANKS SECONDARY COLLEGE,1.057293488,92
45 Resolute Way,Ocean Reef,675000,4,2,2,736,208,1999,Joondalup Station,3400,6027,PRENDIVILLE CATHOLIC COLLEGE,0.865641172,60
45 Rhodes Crescent,Calista,320000,3,1,1,885,88,1968,Wellard Station,1300,6167,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,0.567778576,
45 Riva Entrance,Piara Waters,465000,4,2,2,600,197,2013,Sherwood Station,7300,6112,CAREY BAPTIST COLLEGE,3.110856551,62
45 Riverdale Road,Helena Valley,525000,4,2,2,603,187,1997,Midland Station,4300,6056,SWAN VIEW SENIOR HIGH SCHOOL,3.703727215,
45 Romano Crescent,Iluka,885000,5,2,2,634,278,2005,Currambine Station,2500,6028,PRENDIVILLE CATHOLIC COLLEGE,2.192298436,60
45 Rosebery Street,Bayswater,600000,3,1,2,416,112,1937,Meltham Station,591,6053,CHISHOLM CATHOLIC COLLEGE,0.979489077,29
45 Sandover Crescent,Winthrop,847500,4,2,2,700,244,1992,Murdoch Station,3200,6150,NORTH LAKE SENIOR CAMPUS,1.772410039,
45 Saturn Street,Beckenham,440000,3,1,4,769,116,1968,Beckenham Station,948,6107,REHOBOTH CHRISTIAN COLLEGE,1.535021459,
45 Sedgeford Road,North Beach,650000,4,2,1,428,140,1968,Warwick Station,3500,6020,CARINE SENIOR HIGH SCHOOL,1.448084743,47
45 Sellafield Bend,Waikiki,420000,4,2,2,498,198,2013,Warnbro Station,539,6169,SOUTH COAST BAPTIST COLLEGE,1.124332067,
45 Serventy Crescent,Hammond Park,475000,4,2,2,360,175,2015,Cockburn Central Station,5400,6164,ATWELL COLLEGE,3.733087227,129
45 Seventh Avenue,Bassendean,920000,5,3,6,1141,246,2011,Success Hill Station,502,6054,CYRIL JACKSON SENIOR CAMPUS,2.252621222,
45 South Street,South Fremantle,1350000,4,2,1,547,191,1985,Fremantle Station,1600,6162,FREMANTLE COLLEGE,1.33378364,128
45 Sowden Drive,Samson,576000,4,2,2,753,150,1985,Murdoch Station,5200,6163,SETON CATHOLIC COLLEGE,0.525637419,91
45 Spiderlily Mews,Karrinyup,1325000,3,1,NULL,451,338,2011,Warwick Station,2700,6018,BALCATTA SENIOR HIGH SCHOOL,2.18928986,135
45 Spigl Way,Bateman,830000,4,2,2,684,209,1978,Murdoch Station,849,6150,CORPUS CHRISTI COLLEGE,0.424798328,28
45 Starling Street,Hamilton Hill,590000,3,1,1,783,103,1955,Fremantle Station,4300,6163,PORT SCHOOL,0.478154534,
45 Strathclyde Circuit,Champion Lakes,205000,4,1,NULL,375,200,2015,Kelmscott Station,2300,6111,KELMSCOTT SENIOR HIGH SCHOOL,2.101350172,113
45 Talus Drive,Mount Richon,729000,4,1,NULL,2117,240,1998,Armadale Station,1200,6112,ARMADALE SENIOR HIGH SCHOOL,0.617856404,
45 Tellen Street,Mullaloo,666000,3,2,2,723,142,1990,Edgewater Station,2900,6027,BELRIDGE SECONDARY COLLEGE,1.708355674,102
45 The Fairways,Gnangara,1240000,4,2,3,10143,248,2006,Edgewater Station,7000,6077,LANDSDALE CHRISTIAN SCHOOL,3.601768173,
45 Timberlane Crescent,Beechboro,385000,4,2,1,500,135,1995,Ashfield Station,5000,6063,KIARA COLLEGE,1.458454315,
45 Tranby Avenue,Serpentine,510000,4,2,2,4003,180,2016,Armadale Station,24700,6125,COURT GRAMMAR SCHOOL,11.61027635,
45 Tunnicliffe Street,Parmelia,275000,4,1,6,682,105,1989,Wellard Station,1400,6167,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,0.877870367,
45 Union Street,Subiaco,1280000,3,1,2,353,160,1910,Daglish Station,871,6008,SHENTON COLLEGE,1.737794117,14
45 Valencia Road,Carmel,750000,5,2,4,5507,257,1985,Madding,11300,6076,CARMEL ADVENTIST COLLEGE,1.102850641,
45 Vaucluse Circuit,Belmont,660000,3,2,2,427,192,2010,Belmont Park Station,3100,6104,BELMONT CITY COLLEGE,1.707748112,57
45 Vincent Street,Mount Lawley,600000,2,1,1,160,75,1920,Mount Lawley Station,1300,6050,PERTH COLLEGE,0.988330717,9
45 Waldburg Drive,Tapping,435000,4,2,2,603,151,2004,Currambine Station,4300,6065,JOSEPH BANKS SECONDARY COLLEGE,1.986670572,92
45 Wallangarra Road,Carramar,650000,4,2,NULL,580,181,2013,Clarkson Station,5100,6031,JOSEPH BANKS SECONDARY COLLEGE,1.203839902,92
45 Water Crest Gardens,Gwelup,1090000,4,2,NULL,547,228,2006,Warwick Station,2200,6018,BALCATTA SENIOR HIGH SCHOOL,2.112503666,135
45 Waterford Drive,Gidgegannup,885000,4,2,2,20020,185,2006,Midland Station,16000,6083,EASTERN HILLS SENIOR HIGH SCHOOL,7.510991863,105
45 Watkins Road,Mundijong,380000,3,1,2,4621,101,1960,Armadale Station,16800,6123,COURT GRAMMAR SCHOOL,4.039383812,
45 Wavelea Street,Safety Bay,383000,3,1,1,840,140,1971,Rockingham Station,3100,6169,SAFETY BAY SENIOR HIGH SCHOOL,0.931392543,136
45 Westfield Road,Camillo,260000,3,1,1,680,90,1983,Kelmscott Station,448,6111,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,0.934016225,40
45 Whim Close,Sawyers Valley,475000,3,1,1,21395,72,1987,Midland Station,21000,6074,EASTERN HILLS SENIOR HIGH SCHOOL,2.411683543,105
45 Wildwood Mews,Carramar,432000,4,2,2,427,159,2014,Clarkson Station,5300,6031,JOSEPH BANKS SECONDARY COLLEGE,0.960599979,92
45 Wistful Parade,Aveley,570000,4,2,2,622,221,2010,East Guildford Station,12500,6069,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.15813451,53
45 Woodhouse Road,East Fremantle,1250000,5,3,2,761,176,1956,North Fremantle Station,1900,6158,JOHN CURTIN COLLEGE OF THE ARTS,2.355669699,25
45 Worrell Avenue,High Wycombe,480000,4,2,2,540,169,2008,Woodbridge Station,4800,6057,GUILDFORD GRAMMAR SCHOOL,4.723105695,52
45/188 Adelaide Terrace,East Perth,390000,2,2,1,1970,84,2007,McIver Station,882,6004,MERCEDES COLLEGE,0.426053294,15
45/311 Harborne Street,Glendalough,180000,2,1,1,10462,60,1986,Glendalough Station,612,6016,BOLD PARK COMMUNITY SCHOOL,0.744083934,
450 Lapoinya Place,Stoneville,680000,3,2,3,23515,173,1985,Midland Station,18200,6081,EASTERN HILLS SENIOR HIGH SCHOOL,5.010613575,105
450 Riley Road,Parkerville,515000,4,2,3,1009,180,1978,Midland Station,12800,6081,MUNDARING CHRISTIAN COLLEGE,4.635381728,
4505 Stoneville Road,Stoneville,686000,3,2,2,13745,153,1983,Midland Station,16400,6081,MUNDARING CHRISTIAN COLLEGE,4.131356861,
450B Crawford Road,Dianella,650000,4,2,2,486,175,2005,Mount Lawley Station,3500,6059,CARMEL SCHOOL,1.202135018,13
453 Belgravia Street,Cloverdale,410000,4,2,2,1108,130,2004,Canning,5100,6105,BELMONT CITY COLLEGE,1.870834222,57
453A Canning Highway,Melville,1110000,3,2,2,513,298,2014,North Fremantle Station,4500,6156,MELVILLE SENIOR HIGH SCHOOL,1.580854636,61
454A Cambridge Street,Floreat,790000,3,2,4,485,165,1996,Shen,2200,6014,SHENTON COLLEGE,2.155658532,14
455 Canning Road,Carmel,470000,3,2,2,48970,326,1977,Madding,9600,6076,CARMEL ADVENTIST COLLEGE,1.761497538,
455 Knutsford Avenue,Kewdale,435000,3,1,1,810,126,1954,Queens Park Station,3300,6105,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,1.153640787,102
455 Margaret Road,Hovea,805000,5,3,3,5429,184,1934,Midland Station,10000,6071,HELENA COLLEGE,1.796998825,78
455 Mulumba Place,Stoneville,560000,3,1,2,11318,107,1950,Midland Station,16900,6081,MUNDARING CHRISTIAN COLLEGE,3.402417078,
455 Stretch Road,Mount Helena,890000,3,2,2,19994,194,NULL,Midland Station,18600,6082,EASTERN HILLS SENIOR HIGH SCHOOL,2.247468242,105
457 Canning Road,Carmel,1500000,9,5,6,38500,460,1987,Madding,9300,6076,LESMURDIE SENIOR HIGH SCHOOL,1.969538879,71
458 Eleventh Road,Haynes,1133000,3,1,2,24251,167,1980,Armadale Station,3100,6112,DALE CHRISTIAN SCHOOL,1.694938404,
458 Great Eastern Highway,Greenmount,305000,3,1,2,764,94,1946,Midland Station,3700,6056,SWAN VIEW SENIOR HIGH SCHOOL,1.405040814,
458 Karrinyup Road,Gwelup,550000,3,2,2,708,220,1989,Stirling Station,1800,6018,BALCATTA SENIOR HIGH SCHOOL,1.985862848,135
459 Bickley Road,Kenwick,321000,4,2,1,683,90,1986,Madding,2200,6107,REHOBOTH CHRISTIAN COLLEGE,1.196533962,
459 Marmion Street,Myaree,535000,3,1,2,713,124,1963,Bull Creek Station,3700,6154,MELVILLE SENIOR HIGH SCHOOL,1.217156525,61
45a Ada Street,Watermans Bay,945000,4,2,4,558,225,1980,Warwick Station,3800,6020,CARINE SENIOR HIGH SCHOOL,1.876284956,47
45A Alfred Road,Mount Claremont,770000,4,2,2,402,113,1950,Loch Street Station,385,6010,JOHN XXIII COLLEGE,1.086315896,8
45A Birchley Crescent,Balga,250000,3,2,2,204,127,NULL,Warwick Station,3100,6061,BALGA SENIOR HIGH SCHOOL,1.69816327,
45A Bradley Way,Lockridge,445000,4,2,2,545,145,2000,Bassendean Station,2100,6054,KIARA COLLEGE,1.265352847,
45A Bushby Street,Midvale,99000,3,1,1,501,119,1996,Midland Station,2100,6056,YOUTH FUTURES COMMUNITY SCHOOL,1.570281063,
45A Cranford Avenue,Brentwood,665000,4,2,2,769,135,2002,Bull Creek Station,621,6153,ALL SAINTS' COLLEGE,1.665627444,21
45A Dunholme Street,Osborne Park,560000,4,2,2,476,146,1989,Glendalough Station,1900,6017,SERVITE COLLEGE,1.033580192,65
45A Evandale Road,Darch,565000,4,2,2,450,184,2013,Greenwood Station,5900,6065,ASHDALE SECONDARY COLLEGE,0.731254595,75
45A Fleetwood Road,Lynwood,530000,3,2,2,457,168,2008,Thornlie Station,2200,6147,FOUNTAIN COLLEGE,1.157388978,
45A Henry Street,East Cannington,565000,4,2,2,1012,212,2007,Canning,608,6107,SEVENOAKS SENIOR COLLEGE,0.877099441,114
45A Langham Gardens,Wilson,670000,2,1,1,1016,80,NULL,Welshpool Station,2400,6107,SEVENOAKS SENIOR COLLEGE,2.015151731,114
45A Langley Crescent,Innaloo,53000,3,1,2,245,150,2001,Stirling Station,1300,6018,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.884332641,
45A Marsh Avenue,Manning,815000,4,2,2,531,215,2000,Canning Bridge Station,1700,6152,AQUINAS COLLEGE,1.304948808,23
45A Oats Street,East Victoria Park,600000,3,2,1,243,227,2010,Oats Street Station,310,6101,KENT STREET SENIOR HIGH SCHOOL,2.028468259,93
45A Riverview Road,East Victoria Park,725000,5,4,2,579,218,2000,Welshpool Station,2600,6101,KENT STREET SENIOR HIGH SCHOOL,1.147412636,93
45a Thompson Drive,Wanneroo,290000,3,1,1,1032,83,1970,Joondalup Station,2700,6065,WANNEROO SECONDARY COLLEGE,2.496997582,131
45B Grant Street,Cottesloe,2225000,4,3,2,893,200,1940,Grant Street Station,563,6011,PRESBYTERIAN LADIES COLLEGE,0.941749456,11
45B Margaret Street,Watermans Bay,700000,3,1,1,488,104,1990,Warwick Station,3800,6020,CARINE SENIOR HIGH SCHOOL,1.869542193,47
45B Sulman Avenue,Salter Point,895000,3,2,3,505,171,1968,Canning Bridge Station,2400,6152,AQUINAS COLLEGE,0.964380532,23
45D Sylvia Street,Nollamara,365000,3,2,2,251,102,2011,Stirling Station,3300,6061,DIANELLA SECONDARY COLLEGE,1.78752322,
46 Abercairn Way,Parkwood,476000,4,2,2,846,141,1974,Thornlie Station,2600,6147,LANGFORD ISLAMIC COLLEGE,1.171969547,85
46 Alexander Road,Byford,360000,4,2,NULL,574,160,2008,Armadale Station,6000,6122,BYFORD SECONDARY COLLEGE,1.837711616,116
46 Allerton Way,Booragoon,850000,4,2,2,739,245,1988,Bull Creek Station,2000,6154,APPLECROSS SENIOR HIGH SCHOOL,1.399288226,34
46 Amberton Avenue,Girrawheen,413000,5,1,2,935,168,1973,Warwick Station,4700,6064,GIRRAWHEEN SENIOR HIGH SCHOOL,0.606851202,
46 Annetts Road,Carmel,900000,4,2,2,69571,220,1980,Madding,9800,6076,CARMEL ADVENTIST COLLEGE,1.578374178,
46 Arkwell Way,Marmion,760000,4,2,2,711,294,2015,Warwick Station,3700,6020,SACRED HEART COLLEGE,1.664306965,19
46 Aruma Way,City Beach,1820000,3,2,4,841,248,1976,Glendalough Station,6000,6015,HALE SCHOOL,2.259848075,6
46 Barker Street,Belmont,700000,9,7,2,655,250,1950,Belmont Park Station,3000,6104,BELMONT CITY COLLEGE,1.695230729,57
46 Barmouth Loop,Butler,559000,4,2,2,640,260,2005,Butler Station,976,6036,BUTLER COLLEGE,1.631017511,39
46 Barradine Way,Craigie,440000,3,1,1,750,150,1975,Edgewater Station,2500,6025,BELRIDGE SECONDARY COLLEGE,1.552894885,102
46 Beach Road,Watermans Bay,856500,5,2,1,476,253,1995,Warwick Station,3800,6020,CARINE SENIOR HIGH SCHOOL,1.980626533,47
46 Beckworth Avenue,Kiara,427000,3,1,1,451,110,NULL,Bassendean Station,2400,6054,KIARA COLLEGE,0.903860369,
46 Beechwood Circle,Aveley,540000,4,2,3,720,236,NULL,East Guildford Station,12000,6069,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.822946238,53
46 Berry Drive,Maida Vale,705000,4,2,4,1615,257,1985,Midland Station,7500,6057,DARLING RANGE SPORTS COLLEGE,3.068548939,137
46 Blackpool Promenade,Iluka,950000,4,2,2,600,281,2016,Currambine Station,2500,6028,PRENDIVILLE CATHOLIC COLLEGE,3.033718549,60
46 Blacksmith Street,Queens Park,655000,4,2,2,626,228,2012,Canning,1600,6107,ST NORBERT COLLEGE,1.352157243,42
46 Blanchard Road,Swan View,310000,3,1,2,688,164,1976,Midland Station,4400,6056,SWAN VIEW SENIOR HIGH SCHOOL,0.646109094,
46 Bonnard Crescent,Ashby,480000,4,2,2,577,204,2004,Joondalup Station,2900,6065,LAKE JOONDALUP BAPTIST COLLEGE,3.20351079,80
46 Born Road,Casuarina,177000,2,2,2,41447,222,2002,Kwinana Station,3500,6167,THE KING'S COLLEGE,3.419833005,
46 Bougainvillea Avenue,Forrestfield,482500,4,2,1,700,220,1981,Madding,8000,6058,DARLING RANGE SPORTS COLLEGE,0.705310825,137
46 Bradshaw Street,Eden Hill,510000,3,2,2,250,163,NULL,Success Hill Station,904,6054,KIARA COLLEGE,2.486054617,
46 Brightlands Circuit,Carramar,510000,4,2,2,601,180,2007,Currambine Station,4200,6031,JOSEPH BANKS SECONDARY COLLEGE,1.144900117,92
46 Brilliant Rise,Stratton,290000,4,2,2,547,130,1994,Midland Station,4600,6056,SWAN VIEW SENIOR HIGH SCHOOL,2.239605069,
46 Bristlebird Circuit,Alkimos,375000,3,2,2,240,109,2014,Butler Station,2000,6038,BUTLER COLLEGE,3.962081634,39
46 Bromley Road,Hilton,495000,3,1,2,331,98,1964,Murdoch Station,5600,6163,SETON CATHOLIC COLLEGE,0.449764012,91
46 Bruce Road,Maida Vale,1300000,5,2,2,9515,283,2000,Midland Station,8800,6057,DARLING RANGE SPORTS COLLEGE,0.804871133,137
46 Campbell Drive,Hillarys,730000,4,2,2,703,155,1981,Greenwood Station,3400,6025,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.486327961,58
46 Clifford Way,Bull Creek,860000,4,2,2,702,184,1980,Bull Creek Station,470,6149,ALL SAINTS' COLLEGE,0.879688732,21
46 Coniston Way,Ferndale,620000,5,2,4,717,184,1974,Welshpool Station,4100,6148,FOUNTAIN COLLEGE,0.523328281,
46 Conti Road,Tapping,540000,4,2,2,608,213,NULL,Joondalup Station,3700,6065,JOSEPH BANKS SECONDARY COLLEGE,3.240394275,92
46 Coomoora Road,Ardross,925000,5,3,NULL,842,176,1952,Bull Creek Station,2000,6153,APPLECROSS SENIOR HIGH SCHOOL,0.714570573,34
46 Cross Street,Queens Park,428000,4,2,2,328,138,2011,Canning,1300,6107,ST NORBERT COLLEGE,0.622623453,42
46 Daintree Loop,Bertram,352500,4,2,2,509,140,2002,Kwinana Station,1500,6167,THE KING'S COLLEGE,1.277778305,
46 Daleford Way,Southern River,620000,4,2,2,619,227,2008,Thornlie Station,6400,6110,PROVIDENCE CHRISTIAN COLLEGE,1.253179808,38
46 Danforth Crescent,Alkimos,430000,4,2,2,388,195,2013,Butler Station,4300,6038,BUTLER COLLEGE,6.271245431,39
46 Dawson Avenue,Forrestfield,325000,3,1,2,708,82,1977,Madding,7200,6058,DARLING RANGE SPORTS COLLEGE,1.562194724,137
46 Dawson Street,Armadale,245000,3,1,2,833,136,1970,Armadale Station,1500,6112,DALE CHRISTIAN SCHOOL,0.277877847,
46 Dean Road,Jandakot,775000,4,2,2,720,249,2001,Cockburn Central Station,2500,6164,LAKELAND SENIOR HIGH SCHOOL,1.260542668,
46 Diana Crescent,Lockridge,420000,3,1,1,693,80,1969,Bassendean Station,2600,6054,KIARA COLLEGE,1.401805316,
46 Dorney Esplanade,Champion Lakes,552500,4,2,2,321,242,2010,Kelmscott Station,2100,6111,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,1.910878533,40
46 Dumaresq Loop,Quinns Rocks,686000,4,2,2,543,262,2006,Butler Station,2900,6030,ALKIMOS BAPTIST COLLEGE,1.299069408,
46 Durango Turn,Aubin Grove,499045,4,2,2,568,169,2009,Cockburn Central Station,5600,6164,ATWELL COLLEGE,3.543430644,129
46 Edinboro Street,Mount Hawthorn,1385000,4,2,2,445,196,1952,Leederville Station,2200,6016,ARANMORE CATHOLIC COLLEGE,0.901005427,106
46 Elyard Crescent,Stirling,600000,3,2,2,408,171,2004,Stirling Station,2800,6021,BALCATTA SENIOR HIGH SCHOOL,1.09193539,135
46 FERGUSSON CLOSE,West Swan,1300000,5,2,4,21701,328,1987,Woodbridge Station,6600,6055,SWAN CHRISTIAN COLLEGE,3.891971246,93
46 Ferndale Corner,Mindarie,615000,4,2,2,540,203,2000,Clarkson Station,3200,6030,MINDARIE SENIOR COLLEGE,0.244513308,111
46 Ferndale Crescent,Ferndale,520000,3,2,2,726,176,1973,Welshpool Station,4400,6148,FOUNTAIN COLLEGE,0.254590563,
46 Fewson Turn,Ellenbrook,560000,4,2,NULL,640,320,2014,Guildford Station,15100,6069,HOLY CROSS COLLEGE,1.142707256,98
46 First Avenue,Claremont,940000,3,2,5,536,123,1958,Loch Street Station,511,6010,JOHN XXIII COLLEGE,1.138432941,8
46 Freeland Square,Eden Hill,530000,3,2,6,729,205,1985,Ashfield Station,2600,6054,HAMPTON SENIOR HIGH SCHOOL,0.634791811,117
46 French Street,Ashfield,428000,3,1,NULL,676,105,1963,Ashfield Station,728,6054,CYRIL JACKSON SENIOR CAMPUS,0.723969408,
46 Gaby Way,Marangaroo,410000,4,2,2,477,171,2006,Warwick Station,5700,6064,GIRRAWHEEN SENIOR HIGH SCHOOL,1.573090488,
46 Galileo Avenue,Tapping,560000,5,2,2,615,220,2008,Currambine Station,4700,6065,JOSEPH BANKS SECONDARY COLLEGE,2.554211323,92
46 Glendale Avenue,Hamersley,630000,3,2,2,699,171,1973,Warwick Station,1200,6022,WARWICK SENIOR HIGH SCHOOL,1.155550537,
46 Gloster Loop,Brookdale,368500,4,2,2,411,138,2013,Armadale Station,1700,6112,ARMADALE SENIOR HIGH SCHOOL,1.000569461,
46 Grand Paradiso Parade,Merriwa,337000,4,2,2,502,152,2005,Butler Station,3100,6030,ALKIMOS BAPTIST COLLEGE,0.271844231,
46 Grosvenor Road,Bayswater,699000,5,1,2,859,157,1940,Meltham Station,543,6053,CHISHOLM CATHOLIC COLLEGE,1.695584334,29
46 Hanlin Way,Samson,475000,4,2,2,700,200,1988,Murdoch Station,5100,6163,SETON CATHOLIC COLLEGE,0.393734577,91
46 Harmony Parade,Singleton,522500,5,2,2,759,235,1996,Mandurah Station,10000,6175,COMET BAY COLLEGE,2.544396533,35
46 Hollins Bend,Madeley,415000,3,2,2,264,120,2005,Greenwood Station,3600,6065,THE MONTESSORI SCHOOL,1.312859052,
46 Hubbard Way,Medina,180000,2,1,2,728,79,1954,Kwinana Station,4100,6167,GILMORE COLLEGE,1.481598153,138
46 Hybanthus Loop,Beeliar,400000,3,2,2,479,124,2000,Cockburn Central Station,3800,6164,DIVINE MERCY COLLEGE,1.288505073,
46 Inverness Circle,Camillo,267000,3,2,2,290,125,2016,Kelmscott Station,1100,6111,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,0.209993371,40
46 John Forrest Circuit,Bertram,465000,4,2,2,553,215,2010,Kwinana Station,2200,6167,THE KING'S COLLEGE,1.048753401,
46 Kalamunda Road,Kalamunda,1100000,5,2,2,6095,332,1955,Midland Station,9600,6076,KALAMUNDA SENIOR HIGH SCHOOL,1.389282302,107
46 Kemmish Avenue,Parmelia,308000,3,1,2,688,120,1984,Wellard Station,1700,6167,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,1.170360199,
46 Kimberley Street,West Leederville,1125000,3,1,1,451,190,1913,West Leederville Station,338,6007,PERTH MODERN SCHOOL,0.576303785,1
46 Kirkstall Way,Sawyers Valley,125000,3,1,1,1848,230,1980,Midland Station,18900,6074,MUNDARING CHRISTIAN COLLEGE,1.880557534,
46 Knowles Street,Balcatta,525000,3,1,1,729,136,1975,Stirling Station,2900,6021,BALCATTA SENIOR HIGH SCHOOL,0.752568781,135
46 Koondoola Avenue,Koondoola,397000,4,1,1,819,113,1970,Warwick Station,6100,6064,MERCY COLLEGE,0.707416765,46
46 Lakefront Circle,The Vines,275000,3,2,3,343,121,NULL,Midland Station,13500,6069,HOLY CROSS COLLEGE,3.132722936,98
46 Lakeman Place,Oakford,850000,4,2,4,20148,240,2003,Armadale Station,9500,6121,BYFORD SECONDARY COLLEGE,3.60561835,116
46 LAVINIA Crescent,Secret Harbour,459000,4,3,2,523,199,2006,Warnbro Station,8200,6173,COMET BAY COLLEGE,1.550638751,35
46 Lefroy Avenue,Herne Hill,313500,3,1,1,3748,157,1976,Midland Station,6200,6056,SWAN CHRISTIAN COLLEGE,2.464814014,93
46 Lionel Road,Darlington,535000,3,1,1,1227,180,1972,Midland Station,7900,6070,HELENA COLLEGE,1.008017308,78
46 Lowan Loop,Karawara,745000,4,2,2,544,201,2002,Canning Bridge Station,2700,6152,CLONTARF ABORIGINAL COLLEGE,1.075187347,
46 Maley Street,Ashfield,590000,4,2,1,491,169,2005,Ashfield Station,599,6054,CYRIL JACKSON SENIOR CAMPUS,0.448266813,
46 Marita Road,Nedlands,2325000,5,3,2,923,257,1935,Karrakatta Station,1900,6009,CHRIST CHURCH GRAMMAR SCHOOL,1.863966364,3
46 Marlin Way,Singleton,460000,4,2,2,610,225,2008,Mandurah Station,10300,6175,COMET BAY COLLEGE,2.201346921,35
46 Mary Street,Watermans Bay,1300000,4,2,2,440,274,2009,Warwick Station,3800,6020,CARINE SENIOR HIGH SCHOOL,1.873518051,47
